datetime,X_acceleration,Y_acceleration,Z_acceleration,X_gravity,Y_gravity,Z_gravity,X_angular_velocity,Y_angular_velocity,Z_angular_velocity,X_magnetic_field,Y_magnetic_field,Z_magnetic_field,azimuth,pitch,roll
2016/12/02 16:22:56.548,-3.3,5.4,7.01,-3.33,5.33,7.53,-0.76,-0.4,0.38,-324.9,73.08,-298.98,1.25,-0.58,0.41
2016/12/02 16:22:56.756,-2.23,4.59,10.3,-3.03,5.31,7.66,-0.11,-0.37,0.17,-325.8,72.36,-300.06,1.22,-0.58,0.37
2016/12/02 16:22:56.958,-2.11,5.01,7.35,-2.76,5.21,7.83,0.48,-1.78,-1.6,-328.32,72.9,-301.8,1.2,-0.57,0.33
2016/12/02 16:22:57.160,-3.26,3.75,10.64,-2.21,4.98,8.15,0.32,0.19,-0.67,-332.22,73.86,-304.02,1.17,-0.54,0.26
2016/12/02 16:22:57.362,-0.73,4.71,12.37,-1.41,4.52,8.58,-0.96,-0.49,-1.48,-337.08,75.29,-306.0,1.12,-0.48,0.16
2016/12/02 16:22:57.562,4.02,1.41,8.96,-0.4,4.2,8.85,-1.46,-2.27,-3.59,-345.36,76.92,-307.5,1.07,-0.45,0.04
2016/12/02 16:22:57.762,5.4,2.48,10.45,0.62,2.99,9.32,0.82,-0.35,-2.41,-355.8,76.08,-307.14,1.09,-0.31,-0.07
2016/12/02 16:22:57.963,0.8,2.98,10.07,1.59,4.59,8.51,0.1,0.35,-1.96,-364.14,70.97,-304.08,0.91,-0.49,-0.19
2016/12/02 16:22:58.164,1.37,4.36,9.07,1.33,4.31,8.7,-0.24,-0.55,-0.1,-370.68,64.86,-300.48,0.98,-0.46,-0.16
2016/12/02 16:22:58.364,1.91,2.75,8.81,1.2,3.88,8.92,-1.01,-0.68,-0.28,-373.68,58.37,-297.12,1.04,-0.41,-0.14
2016/12/02 16:22:58.565,2.98,5.97,11.33,2.16,3.39,8.94,-0.23,-0.84,-0.07,-373.74,54.36,-295.08,1.02,-0.36,-0.24
2016/12/02 16:22:58.767,4.13,1.87,9.84,2.86,2.47,9.04,-0.37,-0.49,-0.58,-374.1,53.64,-294.54,1.05,-0.26,-0.31
2016/12/02 16:22:58.969,2.94,3.17,7.77,2.86,2.36,9.07,0.67,0.41,-0.05,-374.4,53.58,-294.3,1.07,-0.25,-0.31
2016/12/02 16:22:59.171,3.37,2.45,8.88,3.03,2.74,8.91,-0.3,0.1,0.24,-375.3,53.52,-293.64,1.01,-0.29,-0.33
2016/12/02 16:22:59.371,0.49,3.56,8.04,1.88,3.0,9.14,0.28,1.31,-0.28,-374.88,52.86,-293.58,1.08,-0.32,-0.21
2016/12/02 16:22:59.571,0.84,4.36,9.3,0.09,3.15,9.28,-0.16,0.85,-0.38,-372.84,52.37,-294.6,1.19,-0.33,-0.01
2016/12/02 16:22:59.771,1.8,3.25,5.24,0.12,2.83,9.39,0.19,0.34,0.05,-370.86,52.8,-295.92,1.21,-0.3,-0.02
2016/12/02 16:22:59.972,2.33,3.14,8.69,0.18,2.56,9.46,-0.59,-1.19,1.22,-17.58,-19.14,-21.42,2.21,-0.27,-0.02
2016/12/02 16:23:00.174,0.19,1.76,7.08,2.09,2.95,9.11,-0.44,-0.48,1.28,-18.54,-17.64,-21.72,2.17,-0.31,-0.23
2016/12/02 16:23:00.376,0.68,5.47,5.89,1.9,4.58,8.46,2.56,-1.92,-0.38,-20.58,-17.58,-19.26,1.85,-0.49,-0.23
2016/12/02 16:23:00.578,-10.54,13.48,-0.73,1.91,7.7,5.76,1.2,-0.11,-3.0,-21.18,-21.24,-13.38,1.44,-0.91,-0.33
2016/12/02 16:23:00.779,-2.84,5.55,3.94,-0.67,7.62,6.13,-2.42,1.6,-1.38,-18.18,-26.88,-10.98,2.04,-0.9,0.1
2016/12/02 16:23:00.981,2.75,6.51,1.45,-1.06,7.55,6.16,-0.93,-1.19,-0.72,-12.54,-32.4,-6.42,2.48,-0.88,0.17
2016/12/02 16:23:01.183,3.79,8.12,-0.31,0.13,7.63,6.16,-0.76,-1.06,0.43,-7.68,-36.42,-3.36,2.78,-0.9,-0.03
2016/12/02 16:23:01.385,0.38,8.73,5.51,0.58,7.77,5.94,1.21,-1.38,-0.33,-4.26,-37.5,-3.0,2.94,-0.92,-0.1
2016/12/02 16:23:01.587,-0.73,8.35,9.42,-0.06,7.27,6.58,-0.81,0.91,-0.11,-3.06,-37.8,-2.28,3.01,-0.84,0.0
2016/12/02 16:23:01.789,1.41,7.92,3.9,0.24,7.09,6.77,1.01,-2.15,0.44,-3.42,-37.62,-2.82,3.0,-0.81,-0.04
2016/12/02 16:23:01.992,3.06,8.12,4.75,2.35,8.28,4.69,0.04,-0.57,0.42,-3.84,-37.38,-0.42,2.96,-1.01,-0.47
2016/12/02 16:23:02.192,2.83,9.0,8.81,3.67,7.98,4.34,-0.75,0.33,0.08,-5.46,-37.32,1.02,2.89,-0.96,-0.71
2016/12/02 16:23:02.394,-0.23,8.5,0.45,1.62,8.17,5.17,-0.06,0.56,-0.78,-6.06,-37.38,2.52,2.84,-0.99,-0.31
2016/12/02 16:23:02.596,1.14,8.12,6.51,0.63,7.53,6.25,1.39,-0.52,-0.48,-5.4,-37.38,3.06,2.92,-0.88,-0.11
2016/12/02 16:23:02.798,-0.58,6.12,6.51,-0.13,6.88,6.98,-0.92,0.2,-0.18,-2.88,-37.32,-0.18,3.03,-0.78,0.01
2016/12/02 16:23:03.000,-0.62,2.6,19.57,-0.3,7.0,6.85,-0.33,-0.4,-0.21,0.72,-37.32,-3.54,-3.12,-0.8,0.04
2016/12/02 16:23:03.202,0.15,6.55,2.45,0.08,6.41,7.41,0.27,-0.58,-0.32,2.82,-36.9,-6.42,-3.03,-0.72,-0.02
2016/12/02 16:23:03.404,-1.73,6.74,7.66,-0.44,6.19,7.59,1.5,1.79,-0.34,4.73,-36.36,-7.98,-2.96,-0.69,0.05
2016/12/02 16:23:03.606,0.76,6.81,6.89,-0.19,6.2,7.59,0.09,-0.08,0.1,5.94,-36.0,-8.7,-2.9,-0.69,0.02
2016/12/02 16:23:03.808,-1.81,5.89,7.08,0.27,6.11,7.66,0.28,1.38,0.19,6.42,-35.16,-9.6,-2.84,-0.68,-0.04
2016/12/02 16:23:04.010,-1.65,5.97,7.27,-1.38,6.17,7.5,-0.09,0.43,-0.01,7.37,-34.86,-9.48,-2.88,-0.69,0.18
2016/12/02 16:23:04.212,0.99,5.09,8.15,0.13,5.78,7.91,-0.41,-2.06,-0.56,7.02,-34.56,-10.2,-2.83,-0.64,-0.02
2016/12/02 16:23:04.414,-1.08,5.93,7.27,-0.23,5.65,8.01,0.06,0.53,0.12,6.24,-33.78,-10.98,-2.87,-0.62,0.02
2016/12/02 16:23:04.616,-0.66,4.94,7.43,-0.58,5.59,8.03,-0.18,-0.23,-0.03,6.54,-33.3,-11.22,-2.88,-0.61,0.07
2016/12/02 16:23:04.818,1.03,5.55,7.39,-1.03,5.69,7.91,0.35,1.89,0.24,6.24,-33.42,-11.82,-2.92,-0.62,0.12
2016/12/02 16:23:05.021,-0.43,6.09,8.15,-0.43,5.59,8.04,-0.12,-0.73,-0.04,6.72,-33.3,-11.94,-2.86,-0.61,0.05
2016/12/02 16:23:05.222,0.0,5.05,7.96,0.43,5.46,8.13,-0.24,-0.65,0.38,6.54,-33.3,-12.12,-2.82,-0.6,-0.06
2016/12/02 16:23:05.423,0.68,4.48,8.04,0.47,5.36,8.19,0.04,0.24,0.39,5.52,-33.66,-12.66,-2.86,-0.58,-0.06
2016/12/02 16:23:05.623,1.68,4.55,8.19,0.87,5.39,8.14,0.0,-0.3,-0.06,4.31,-33.0,-13.68,-2.87,-0.59,-0.11
2016/12/02 16:23:05.825,1.18,5.47,7.77,0.73,5.42,8.14,-0.03,-0.04,-0.15,3.17,-32.88,-13.98,-2.93,-0.59,-0.09
2016/12/02 16:23:06.026,-0.27,4.86,7.62,0.78,5.41,8.14,0.02,0.25,0.04,3.48,-33.36,-13.86,-2.92,-0.59,-0.1
2016/12/02 16:23:06.228,-0.27,5.24,8.27,-0.14,5.54,8.08,-0.01,-0.11,-0.02,4.19,-33.24,-13.8,-2.95,-0.61,0.01
2016/12/02 16:23:06.430,-0.12,5.36,7.89,-0.31,5.55,8.07,0.0,0.0,0.05,4.79,-33.48,-13.2,-2.94,-0.61,0.03
2016/12/02 16:23:06.632,4.97,5.78,10.87,0.59,5.51,8.09,-0.05,-5.02,0.22,5.16,-33.48,-12.84,-2.86,-0.6,-0.08
2016/12/02 16:23:06.832,13.48,7.16,-0.2,8.12,5.47,-0.39,2.11,-3.1,0.87,0.12,-33.96,-7.8,-2.88,-0.6,-1.62
2016/12/02 16:23:07.034,6.24,2.48,-3.91,7.11,6.09,-2.91,1.35,1.87,-0.6,-6.54,-34.32,2.52,-3.14,-0.68,-1.96
2016/12/02 16:23:07.234,8.42,4.52,-3.22,6.5,6.03,4.17,-1.03,-5.71,0.05,-11.64,-34.38,8.76,2.62,-0.67,-1.01
2016/12/02 16:23:07.434,14.9,5.24,0.53,7.69,5.59,-2.39,-0.65,4.91,-0.13,-14.88,-33.54,12.6,2.72,-0.61,-1.88
2016/12/02 16:23:07.634,8.19,-0.27,5.17,8.79,3.55,2.49,0.89,3.7,-0.09,-17.94,-31.8,8.93,2.63,-0.38,-1.3
2016/12/02 16:23:07.834,8.27,2.06,12.41,6.52,4.17,6.01,0.87,-0.84,-1.42,-17.34,-31.86,4.44,2.59,-0.44,-0.83
2016/12/02 16:23:08.034,-1.0,4.09,7.31,1.18,7.11,6.65,-1.72,0.35,-1.21,-13.14,-32.28,-1.44,2.56,-0.82,-0.18
2016/12/02 16:23:08.234,1.11,6.09,7.58,1.12,6.15,7.55,0.16,-0.2,0.1,-7.5,-33.36,-6.84,2.84,-0.68,-0.15
2016/12/02 16:23:08.435,1.18,5.51,7.89,1.05,6.17,7.54,-0.06,0.69,-0.04,-0.54,-34.8,-9.6,-3.11,-0.69,-0.14
2016/12/02 16:23:08.635,-0.23,5.55,7.12,-0.38,5.99,7.75,0.9,0.23,-0.69,3.36,-34.98,-10.98,-3.01,-0.66,0.04
2016/12/02 16:23:08.836,0.34,5.7,7.81,1.69,5.9,7.64,-0.08,-1.11,0.21,3.12,-35.04,-11.4,-2.9,-0.65,-0.22
2016/12/02 16:23:09.035,1.37,5.17,7.62,1.0,5.96,7.72,0.06,0.82,-0.13,3.36,-34.8,-12.0,-2.91,-0.66,-0.13
2016/12/02 16:23:09.236,1.68,5.59,7.27,1.47,5.77,7.78,-0.19,-0.99,0.0,2.7,-34.98,-12.72,-2.91,-0.63,-0.19
2016/12/02 16:23:09.437,1.07,5.51,8.19,1.63,5.69,7.81,0.03,1.12,-0.02,1.97,-34.8,-13.44,-2.93,-0.62,-0.21
2016/12/02 16:23:09.638,0.76,5.43,7.89,1.5,5.66,7.86,0.07,0.66,0.08,1.97,-34.44,-13.92,-2.93,-0.62,-0.19
2016/12/02 16:23:09.840,0.49,4.9,8.19,0.5,5.6,8.03,0.0,1.23,-0.07,2.15,-34.26,-14.64,-2.99,-0.61,-0.07
2016/12/02 16:23:10.041,0.3,5.86,8.84,-0.29,5.55,8.07,0.07,0.27,0.07,4.02,-33.78,-14.82,-2.97,-0.61,0.03
2016/12/02 16:23:10.241,-0.16,5.47,7.81,-0.19,5.69,7.98,-0.03,-0.97,0.0,4.73,-33.6,-14.28,-2.92,-0.62,0.02
2016/12/02 16:23:10.442,-0.2,5.63,7.69,1.01,5.59,7.99,-0.15,-0.9,0.0,4.92,-33.78,-14.1,-2.83,-0.61,-0.13
2016/12/02 16:23:10.642,2.33,5.24,7.31,2.43,5.51,7.74,-0.21,-1.51,0.28,3.6,-33.84,-13.68,-2.81,-0.6,-0.31
2016/12/02 16:23:10.842,0.68,5.93,6.89,1.52,5.56,7.93,0.05,0.98,0.23,2.15,-33.96,-13.62,-2.92,-0.61,-0.19
2016/12/02 16:23:11.042,1.34,5.7,8.19,0.72,5.68,7.96,-0.01,-0.24,0.16,1.14,-33.96,-13.8,-3.03,-0.62,-0.1
2016/12/02 16:23:11.242,0.84,5.63,7.81,0.64,5.72,7.93,0.04,-0.02,-0.01,0.78,-34.14,-13.26,-3.05,-0.63,-0.09
2016/12/02 16:23:11.442,1.07,5.32,7.62,1.05,5.66,7.93,-0.07,-0.53,0.02,1.07,-34.38,-13.2,-3.01,-0.62,-0.14
2016/12/02 16:23:11.642,-0.08,5.82,7.73,1.31,5.58,7.95,-0.04,-0.21,-0.05,0.53,-34.56,-12.84,-3.02,-0.61,-0.17
2016/12/02 16:23:11.843,1.34,5.82,7.96,1.1,5.59,7.98,0.01,-0.01,0.02,0.53,-34.68,-13.02,-3.04,-0.61,-0.14
2016/12/02 16:23:12.045,0.95,5.47,7.73,0.91,5.61,7.99,0.03,-0.12,0.01,0.9,-34.56,-13.32,-3.03,-0.61,-0.12
2016/12/02 16:23:12.247,0.19,5.55,7.77,0.66,5.69,7.96,0.05,0.06,-0.06,1.19,-34.5,-13.5,-3.03,-0.62,-0.09
2016/12/02 16:23:12.448,0.34,5.63,7.89,0.52,5.72,7.95,-0.01,-0.06,0.03,1.62,-34.62,-13.8,-3.02,-0.63,-0.07
2016/12/02 16:23:12.650,1.11,6.09,7.96,0.74,5.69,7.94,0.08,0.2,0.06,1.8,-34.62,-13.8,-3.0,-0.62,-0.1
2016/12/02 16:23:12.851,2.03,5.17,8.08,0.7,5.7,7.95,-0.01,0.37,0.01,2.09,-35.04,-13.68,-2.99,-0.63,-0.09
2016/12/02 16:23:13.053,1.41,6.85,5.86,1.26,5.58,7.96,-0.09,-0.35,0.2,1.8,-35.16,-13.62,-2.97,-0.61,-0.16
2016/12/02 16:23:13.255,1.3,5.43,8.27,1.06,5.58,7.99,0.02,-0.27,-0.19,1.74,-34.74,-13.14,-2.99,-0.61,-0.14
2016/12/02 16:23:13.457,0.49,5.24,7.46,0.94,5.62,7.97,0.04,0.17,-0.16,1.68,-34.62,-13.08,-3.0,-0.62,-0.12
2016/12/02 16:23:13.659,0.61,5.59,7.85,0.53,5.69,7.97,0.08,0.45,-0.2,2.15,-34.14,-13.08,-3.0,-0.62,-0.07
2016/12/02 16:23:13.861,1.22,5.63,7.81,0.34,5.73,7.94,-0.05,-0.32,-0.05,3.0,-33.96,-13.08,-2.97,-0.63,-0.05
2016/12/02 16:23:14.063,-0.08,5.4,7.96,0.04,5.63,8.03,-0.05,0.06,-0.1,3.95,-34.2,-13.5,-2.95,-0.62,-0.01
2016/12/02 16:23:14.266,0.34,5.4,8.12,0.18,5.6,8.05,-0.06,-0.19,0.13,4.56,-33.96,-13.62,-2.91,-0.61,-0.03
2016/12/02 16:23:14.474,-0.16,5.28,8.19,0.22,5.55,8.07,-0.02,0.2,-0.08,5.22,-33.78,-13.62,-2.88,-0.61,-0.03
2016/12/02 16:23:14.674,-0.43,5.47,7.96,-0.03,5.51,8.11,0.05,-0.12,0.03,5.4,-33.6,-13.62,-2.89,-0.6,0.0
2016/12/02 16:23:14.874,1.22,5.09,7.54,0.18,5.54,8.08,0.04,-0.03,0.05,5.58,-33.6,-13.92,-2.86,-0.61,-0.03
2016/12/02 16:23:15.074,0.72,5.66,7.62,0.08,5.6,8.05,0.0,-1.52,0.49,5.16,-33.66,-14.4,-2.88,-0.61,-0.01
2016/12/02 16:23:15.274,-1.23,4.97,7.62,0.11,5.63,8.03,0.02,-0.65,0.06,4.98,-33.66,-14.22,-2.89,-0.62,-0.02
2016/12/02 16:23:15.474,0.57,5.93,8.5,0.25,5.63,8.02,0.0,0.17,-0.08,5.33,-33.48,-14.22,-2.86,-0.62,-0.04
2016/12/02 16:23:15.675,-0.69,5.28,6.12,0.03,5.56,8.07,-0.05,0.43,-0.11,5.16,-33.3,-13.86,-2.89,-0.61,-0.01
2016/12/02 16:23:15.876,-3.34,5.09,11.03,0.55,5.57,8.05,-0.05,-0.67,0.02,5.22,-33.42,-13.8,-2.85,-0.61,-0.07
2016/12/02 16:23:16.077,-1.0,4.78,7.96,0.05,5.62,8.03,0.02,0.48,0.17,5.33,-33.84,-13.68,-2.88,-0.62,-0.01
2016/12/02 16:23:16.278,-0.08,5.47,7.54,-0.25,5.64,8.02,0.02,0.48,0.17,4.79,-33.84,-13.5,-2.93,-0.62,0.03
2016/12/02 16:23:16.479,-0.5,5.43,7.58,-0.57,5.62,8.01,-0.01,-0.04,0.0,4.79,-34.02,-13.5,-2.96,-0.62,0.07
2016/12/02 16:23:16.679,-0.2,4.82,7.5,-0.7,5.55,8.05,-0.04,-1.23,-0.27,5.33,-34.02,-12.96,-2.94,-0.61,0.08
2016/12/02 16:23:16.879,2.03,5.28,7.66,-1.02,5.55,8.02,0.1,0.56,0.07,6.0,-34.02,-12.48,-2.94,-0.61,0.12
2016/12/02 16:23:17.080,-2.23,5.59,7.58,-1.63,5.55,7.92,0.0,2.21,-0.21,7.02,-33.84,-12.12,-2.93,-0.61,0.2
2016/12/02 16:23:17.280,-2.23,6.16,7.89,-1.94,5.33,8.0,-0.19,2.74,0.18,7.44,-33.96,-12.54,-2.95,-0.58,0.23
2016/12/02 16:23:17.481,-4.37,5.09,6.97,-3.45,5.24,7.53,-0.01,0.87,-0.2,8.16,-33.96,-12.54,-3.04,-0.57,0.42
2016/12/02 16:23:17.682,-3.95,5.05,7.08,-4.2,5.42,7.01,0.23,0.87,0.13,10.74,-33.6,-11.7,-2.98,-0.59,0.53
2016/12/02 16:23:17.882,-5.41,5.32,6.2,-4.49,5.69,6.61,0.08,0.17,0.01,12.24,-33.6,-10.62,-2.92,-0.62,0.59
2016/12/02 16:23:18.083,-4.56,5.78,6.58,-4.84,5.81,6.24,0.01,0.25,-0.04,13.62,-33.42,-8.88,-2.86,-0.64,0.65
2016/12/02 16:23:18.285,-4.18,5.78,6.39,-4.66,5.84,6.35,-0.05,-0.13,0.06,13.86,-33.66,-8.04,-2.81,-0.64,0.63
2016/12/02 16:23:18.486,-4.91,5.51,6.32,-4.44,5.89,6.46,-0.02,0.24,0.3,13.62,-34.14,-7.08,-2.79,-0.65,0.6
2016/12/02 16:23:18.687,-3.95,5.97,6.39,-4.41,5.83,6.54,-0.01,0.58,-0.01,13.2,-34.2,-6.66,-2.8,-0.64,0.59
2016/12/02 16:23:18.889,-4.64,5.55,5.86,-4.8,5.82,6.26,0.04,0.45,-0.02,13.25,-34.26,-6.06,-2.82,-0.64,0.65
2016/12/02 16:23:19.091,-5.37,5.36,5.97,-5.11,5.85,5.99,0.12,0.0,0.2,13.62,-34.44,-5.88,-2.83,-0.64,0.7
2016/12/02 16:23:19.291,-4.68,6.01,6.24,-5.15,5.94,5.86,0.09,0.56,0.08,13.86,-34.38,-5.46,-2.81,-0.66,0.72
2016/12/02 16:23:19.492,-3.99,5.93,6.47,-4.83,6.03,6.04,-0.05,-0.11,-0.12,14.21,-34.38,-5.1,-2.76,-0.67,0.67
2016/12/02 16:23:19.694,-5.37,5.66,6.09,-4.26,5.91,6.56,-0.02,0.24,0.12,14.16,-34.62,-5.34,-2.73,-0.65,0.57
2016/12/02 16:23:19.896,-5.06,5.09,6.24,-3.48,5.87,7.04,-0.1,-0.7,-0.12,13.2,-34.56,-6.12,-2.73,-0.65,0.45
2016/12/02 16:23:20.098,-3.87,5.43,6.55,-3.38,5.84,7.11,0.0,-0.06,0.01,12.66,-34.86,-7.2,-2.77,-0.64,0.44
2016/12/02 16:23:20.300,-3.38,6.01,7.08,-3.3,5.84,7.15,0.02,0.19,-0.03,12.0,-34.86,-7.86,-2.8,-0.64,0.43
2016/12/02 16:23:20.502,-3.3,5.7,7.01,-3.38,5.87,7.09,0.02,-0.21,0.0,11.64,-35.04,-8.58,-2.82,-0.65,0.44
2016/12/02 16:23:20.704,-2.61,5.89,7.24,-3.32,5.88,7.11,0.02,0.04,0.01,11.75,-34.98,-8.7,-2.82,-0.65,0.43
2016/12/02 16:23:20.907,-3.87,5.74,6.7,-3.74,5.92,6.86,0.04,0.03,0.01,11.88,-34.98,-7.98,-2.83,-0.65,0.49
2016/12/02 16:23:21.107,-4.03,5.82,7.01,-3.66,5.9,6.92,-0.04,0.02,-0.06,12.06,-34.98,-7.8,-2.82,-0.65,0.48
2016/12/02 16:23:21.309,-3.11,5.89,6.58,-3.54,5.85,7.03,0.02,-0.35,0.14,12.17,-34.74,-7.74,-2.8,-0.64,0.46
2016/12/02 16:23:21.511,-2.88,5.74,7.2,-3.34,5.86,7.12,-0.03,-0.17,0.03,12.06,-34.44,-7.8,-2.79,-0.65,0.43
2016/12/02 16:23:21.713,-3.41,5.59,6.78,-3.03,5.89,7.23,0.0,-0.08,-0.04,11.64,-34.2,-8.46,-2.79,-0.65,0.39
2016/12/02 16:23:21.914,-2.3,5.74,7.16,-3.05,5.88,7.23,0.02,0.25,-0.11,11.64,-34.56,-8.76,-2.8,-0.65,0.39
2016/12/02 16:23:22.116,-2.69,5.74,7.43,-3.12,5.86,7.21,0.01,0.08,0.05,11.46,-34.74,-8.58,-2.81,-0.65,0.4
2016/12/02 16:23:22.318,-3.07,5.43,7.12,-3.12,5.85,7.22,0.02,0.01,-0.06,11.46,-35.22,-8.58,-2.82,-0.64,0.4
2016/12/02 16:23:22.520,-3.72,5.55,6.97,-3.15,5.83,7.23,-0.05,0.23,-0.24,11.82,-34.86,-8.58,-2.8,-0.64,0.41
2016/12/02 16:23:22.722,-3.87,5.86,6.85,-2.59,5.87,7.42,-0.05,-0.89,0.02,11.64,-34.38,-8.94,-2.77,-0.65,0.33
2016/12/02 16:23:22.924,-3.91,4.9,6.78,-3.26,5.77,7.22,0.07,0.25,0.03,11.88,-33.78,-9.18,-2.8,-0.63,0.42
2016/12/02 16:23:23.126,-4.18,5.36,6.89,-4.14,5.58,6.92,0.03,-0.3,0.0,13.2,-33.18,-8.94,-2.81,-0.61,0.53
2016/12/02 16:23:23.328,-5.18,5.86,6.28,-3.51,5.8,7.08,-0.03,0.51,0.21,13.62,-33.6,-8.88,-2.73,-0.64,0.46
2016/12/02 16:23:23.530,-2.0,5.59,7.04,-3.94,5.63,6.99,0.04,0.09,0.05,14.82,-33.42,-8.34,-2.71,-0.62,0.51
2016/12/02 16:23:23.732,-5.52,5.24,6.05,-4.03,5.9,6.72,-0.03,-0.36,-0.11,15.29,-33.78,-7.8,-2.68,-0.65,0.54
2016/12/02 16:23:23.934,-6.33,5.24,6.51,-3.72,5.83,6.95,-0.06,0.67,-0.53,14.82,-34.08,-7.44,-2.69,-0.64,0.49
2016/12/02 16:23:24.135,-3.68,5.63,6.66,-3.94,5.84,6.83,0.08,-0.37,0.44,15.24,-33.48,-7.74,-2.68,-0.64,0.52
2016/12/02 16:23:24.337,-5.14,6.39,5.59,-4.31,5.72,6.7,-0.14,1.1,-0.07,14.82,-33.6,-7.62,-2.73,-0.63,0.57
2016/12/02 16:23:24.540,-6.59,5.51,5.36,-4.69,5.69,6.46,-0.08,0.0,0.05,14.88,-33.48,-7.74,-2.76,-0.62,0.62
2016/12/02 16:23:24.741,-4.87,5.82,6.74,-4.02,5.83,6.78,-0.03,-0.29,0.29,14.4,-33.36,-8.4,-2.73,-0.64,0.53
2016/12/02 16:23:24.943,-3.68,5.24,6.62,-3.94,5.69,6.94,0.06,1.31,0.07,14.16,-33.6,-8.16,-2.74,-0.62,0.51
2016/12/02 16:23:25.145,-5.75,4.78,6.62,-4.19,5.75,6.75,-0.01,-0.02,-0.03,13.98,-33.24,-7.98,-2.76,-0.63,0.55
2016/12/02 16:23:25.346,-3.64,6.01,6.66,-3.75,5.85,6.92,0.08,0.41,0.24,13.44,-33.42,-8.16,-2.75,-0.64,0.49
2016/12/02 16:23:25.548,-3.64,6.01,6.66,-3.93,6.21,6.49,0.19,-0.49,0.1,12.84,-33.3,-7.38,-2.76,-0.69,0.54
2016/12/02 16:23:25.753,2.6,5.09,6.7,-5.52,6.16,5.26,-0.1,-2.33,-0.06,12.6,-33.6,-6.06,-2.91,-0.68,0.8
2016/12/02 16:23:25.952,-4.33,5.97,5.55,-5.79,6.04,5.12,0.19,0.24,-0.06,12.66,-34.38,-4.92,-2.91,-0.67,0.84
2016/12/02 16:23:26.152,-5.25,6.16,5.17,-5.74,6.18,5.0,-0.08,-0.99,0.35,12.48,-34.56,-3.54,-2.87,-0.69,0.85
2016/12/02 16:23:26.353,-3.99,5.86,6.24,-4.55,6.36,5.92,-0.17,-0.91,0.45,12.0,-35.4,-3.18,-2.79,-0.71,0.65
2016/12/02 16:23:26.553,-3.99,5.86,6.24,-3.01,6.26,6.92,-0.19,-0.4,-0.13,10.38,-35.64,-4.68,-2.81,-0.7,0.41
2016/12/02 16:23:26.753,0.03,6.51,7.69,-2.7,6.23,7.08,0.04,-0.57,0.29,8.16,-36.0,-6.24,-2.91,-0.69,0.36
2016/12/02 16:23:26.953,-2.15,6.43,6.12,-2.53,6.49,6.9,0.25,-0.4,0.09,7.14,-35.82,-6.96,-2.94,-0.73,0.35
2016/12/02 16:23:27.153,-2.15,6.43,6.12,-1.29,7.21,6.52,0.25,-1.19,0.42,5.1,-36.72,-6.6,-2.96,-0.83,0.19
2016/12/02 16:23:27.353,5.43,6.7,6.32,2.22,7.34,6.11,-0.06,-1.22,0.18,1.74,-37.32,-5.46,-2.98,-0.85,-0.35
2016/12/02 16:23:27.553,2.29,7.62,6.78,-0.02,7.46,6.36,0.0,2.24,0.29,-1.08,-37.92,-4.32,3.09,-0.87,0.0
2016/12/02 16:23:27.753,2.29,7.62,6.78,0.53,7.74,5.99,0.12,0.49,0.39,-4.26,-38.16,-3.0,2.95,-0.92,-0.09
2016/12/02 16:23:27.954,1.11,7.39,5.89,1.58,7.94,5.53,0.25,-2.43,0.43,-7.74,-37.56,-1.86,2.78,-0.95,-0.28
2016/12/02 16:23:28.153,1.45,8.04,4.52,2.85,8.45,4.08,0.84,0.91,-0.05,-9.48,-37.2,0.42,2.63,-1.04,-0.61
2016/12/02 16:23:28.353,5.86,9.27,4.59,1.23,8.6,4.55,-0.14,1.55,-0.02,-11.64,-36.78,2.76,2.53,-1.07,-0.27
2016/12/02 16:23:28.553,1.34,9.5,4.29,1.3,8.32,5.02,-0.65,0.25,0.24,-12.96,-36.42,4.02,2.54,-1.02,-0.26
2016/12/02 16:23:28.754,2.94,6.28,3.9,2.64,7.86,5.23,-0.07,1.0,0.75,-14.34,-35.94,4.67,2.49,-0.94,-0.47
2016/12/02 16:23:28.953,1.76,7.2,4.25,3.29,7.77,4.98,-0.12,1.25,-0.12,-16.38,-34.86,3.84,2.38,-0.92,-0.59
2016/12/02 16:23:29.153,3.21,6.66,3.83,3.63,8.17,4.02,0.92,-1.54,0.7,-18.48,-33.84,4.56,2.15,-0.99,-0.74
2016/12/02 16:23:29.353,3.6,7.62,0.26,4.48,8.44,2.19,0.04,-1.94,-0.62,-20.1,-32.7,7.62,1.81,-1.04,-1.12
2016/12/02 16:23:29.553,3.6,9.07,0.15,3.97,8.92,0.82,0.13,-0.75,-0.63,-18.78,-32.28,11.88,1.49,-1.15,-1.37
2016/12/02 16:23:29.754,-1.96,8.81,0.42,2.75,9.2,1.98,-0.92,4.16,-0.57,-16.92,-33.0,14.7,1.86,-1.22,-0.95
2016/12/02 16:23:29.954,0.45,7.66,5.36,1.12,9.08,3.51,-0.58,-1.88,-0.82,-13.74,-34.26,14.46,2.46,-1.19,-0.31
2016/12/02 16:23:30.154,0.61,9.23,6.47,-0.91,8.67,4.48,0.39,0.59,-0.86,-8.88,-36.24,11.7,2.92,-1.09,0.2
2016/12/02 16:23:30.354,-2.23,6.62,4.21,-2.1,8.71,3.99,-0.4,0.63,-0.63,-4.08,-37.62,8.04,-3.14,-1.1,0.48
